date,rain,temp,msl,wdsp,wddir,sun,clamt
01/01/1997 00:00,0,-2.9,1031.2,7,350,0,1
01/01/1997 01:00,0,-2.9,1031.4,9,30,0,1
01/01/1997 02:00,0,-3.1,1031.7,7,20,0,1
01/01/1997 03:00,0,-3.2,1031.7,8,20,0,1
01/01/1997 04:00,0,-3.5,1031.7,7,10,0,1
01/01/1997 05:00,0,-3.8,1031.8,7,20,0,1
01/01/1997 06:00,0,-3.7,1032,7,30,0,5
01/01/1997 07:00,0,-3.2,1032,8,30,0,3
01/01/1997 08:00,0,-3.4,1032,8,30,0,3
01/01/1997 09:00,0,-3.5,1032.4,8,30,0,3
01/01/1997 10:00,0,-2.9,1032.5,6,20,0.5,2
01/01/1997 11:00,0,-2,1032.4,7,20,1,1
01/01/1997 12:00,0,-0.8,1032.1,8,10,1,2
01/01/1997 13:00,0,0.3,1031.8,10,30,0.8,1
01/01/1997 14:00,0,-0.1,1031.6,10,30,0.6,3
01/01/1997 15:00,0,0.5,1031.3,10,20,1,2
01/01/1997 16:00,0,-0.1,1031.4,7,30,0.6,3
01/01/1997 17:00,0,-1.2,1031.7,6,10,0,5
01/01/1997 18:00,0,-1.2,1031.5,7,20,0,3
01/01/1997 19:00,0,-1.2,1031.5,7,20,0,3
01/01/1997 20:00,0,-1,1031.6,7,20,0,7
01/01/1997 21:00,0,-0.5,1031.8,6,20,0,5
01/01/1997 22:00,0,-0.5,1031.5,6,50,0,6
01/01/1997 23:00,0,-0.5,1031.3,4,60,0,7
02/01/1997 00:00,0,-1.6,1030.8,4,300,0,8
02/01/1997 01:00,0,-0.9,1030,5,270,0,8
02/01/1997 02:00,0,-1.1,1029.3,6,280,0,8
02/01/1997 03:00,0,-0.9,1028.4,6,280,0,8
02/01/1997 04:00,0,-0.2,1027.5,6,280,0,8
02/01/1997 05:00,0,-0.3,1026.3,7,270,0,8
02/01/1997 06:00,0,-0.3,1025.2,6,260,0,8
02/01/1997 07:00,0.3,-0.3,1024.2,6,240,0,8
02/01/1997 08:00,1.3,0.2,1023.5,6,260,0,8
02/01/1997 09:00,0.5,1.3,1022.9,7,270,0,7
02/01/1997 10:00,0,1.3,1022.8,6,320,0,3
02/01/1997 11:00,0,1.5,1022.4,5,340,0.1,1
02/01/1997 12:00,0,1.3,1022.1,6,360,0.5,6
02/01/1997 13:00,0,2.4,1021.4,7,20,0.1,6
02/01/1997 14:00,0,2.4,1021.3,7,40,0,7
02/01/1997 15:00,0,1.2,1021.6,8,80,0,8
02/01/1997 16:00,0,-0.1,1021.9,7,100,0,8
02/01/1997 17:00,0,-0.4,1022.2,7,90,0,8
02/01/1997 18:00,0,-0.7,1022.3,5,110,0,8
02/01/1997 19:00,0,-0.4,1022.7,4,70,0,8
02/01/1997 20:00,0,-0.3,1022.8,6,70,0,8
02/01/1997 21:00,0,-0.3,1022.6,3,60,0,8
02/01/1997 22:00,0,-0.5,1022.7,4,90,0,8
02/01/1997 23:00,0,-0.8,1022.7,5,90,0,8
03/01/1997 00:00,0,-0.8,1022.3,4,80,0,8
03/01/1997 01:00,0,-1.6,1022,5,20,0,8
03/01/1997 02:00,0,-2.5,1021.7,5,360,0,7
03/01/1997 03:00,0,-1.8,1021.3,5,10,0,6
03/01/1997 04:00,0,-0.7,1020.9,7,30,0,7
03/01/1997 05:00,0,-0.3,1020.6,6,30,0,7
03/01/1997 06:00,0,-0.4,1020.6,6,20,0,8
03/01/1997 07:00,0,-0.2,1020.6,5,20,0,6
03/01/1997 08:00,0,-0.4,1020.6,5,20,0,5
03/01/1997 09:00,0,-0.2,1020.7,6,40,0,5
03/01/1997 10:00,0,-0.1,1021,5,40,0.6,4
03/01/1997 11:00,0,-0.1,1021.1,8,50,1,1
03/01/1997 12:00,0,0.2,1020.8,7,60,1,1
03/01/1997 13:00,0,0.7,1020.4,7,50,1,1
03/01/1997 14:00,0,1,1020,6,40,1,1
03/01/1997 15:00,0,0.4,1019.8,7,40,1,1
03/01/1997 16:00,0,-0.1,1019.8,5,10,0.7,1
03/01/1997 17:00,0,-0.6,1019.8,5,20,0,2
03/01/1997 18:00,0,-0.2,1019.9,6,10,0,2
03/01/1997 19:00,0,-0.1,1019.7,7,10,0,3
03/01/1997 20:00,0,-0.2,1019.8,7,10,0,3
03/01/1997 21:00,0,-0.8,1019.6,7,30,0,3
03/01/1997 22:00,0,-0.9,1019.5,6,10,0,3
03/01/1997 23:00,0,-1,1019.5,6,20,0,3
04/01/1997 00:00,0,-1.4,1019.5,5,360,0,6
04/01/1997 01:00,0,-1.1,1019.3,6,20,0,7
04/01/1997 02:00,0,-1.1,1019.1,5,20,0,7
04/01/1997 03:00,0,-1.4,1019.3,4,10,0,7
04/01/1997 04:00,0,-2,1019.1,5,10,0,5
04/01/1997 05:00,0,-1.9,1019.1,5,10,0,6
04/01/1997 06:00,0,-1.8,1018.9,6,10,0,5
04/01/1997 07:00,0,-2.1,1018.8,7,30,0,5
04/01/1997 08:00,0,-2.1,1019.2,6,20,0,8
04/01/1997 09:00,0,-1.9,1019.3,5,30,0,8
04/01/1997 10:00,0.3,-1.5,1019.6,6,50,0,7
04/01/1997 11:00,0,-1.8,1019.9,5,30,0.4,6
04/01/1997 12:00,0,-0.9,1019.7,5,30,0.8,4
04/01/1997 13:00,0,-0.1,1019.2,5,30,0,7
04/01/1997 14:00,0,0.3,1019.4,4,30,0,7
04/01/1997 15:00,0,0,1019.4,5,50,0,7
04/01/1997 16:00,0,0,1019.4,6,70,0,7
04/01/1997 17:00,0,-0.2,1019.4,6,50,0,7
04/01/1997 18:00,0,-0.1,1019.5,6,60,0,7
04/01/1997 19:00,0,-0.5,1019.9,7,60,0,7
04/01/1997 20:00,0,-0.6,1020.3,6,50,0,7
04/01/1997 21:00,0,-1.2,1020.5,4,10,0,7
04/01/1997 22:00,0,-1,1020.8,5,30,0,7
04/01/1997 23:00,0,-1,1020.9,6,30,0,7
05/01/1997 00:00,0,-1.2,1020.8,6,20,0,7
05/01/1997 01:00,0,-1,1020.8,6,30,0,7
05/01/1997 02:00,0,-0.8,1020.8,6,40,0,7
05/01/1997 03:00,0,-0.9,1020.7,6,30,0,7
05/01/1997 04:00,0,-0.9,1020.7,6,30,0,7
05/01/1997 05:00,0,-0.7,1020.8,5,30,0,7
05/01/1997 06:00,0,-0.6,1020.8,6,30,0,8
05/01/1997 07:00,0,-0.5,1020.8,6,20,0,8
05/01/1997 08:00,0,-0.5,1021,7,30,0,8
05/01/1997 09:00,0,-0.4,1021.2,7,40,0,8
05/01/1997 10:00,0,-0.3,1021.6,7,30,0,7
05/01/1997 11:00,0,-0.1,1021.8,8,30,0,7
05/01/1997 12:00,0,0.3,1021.7,8,30,0,7
05/01/1997 13:00,0,0.6,1021.3,7,30,0,7
05/01/1997 14:00,0,0.6,1021.2,6,20,0,7
05/01/1997 15:00,0,0.7,1021.2,5,30,0,7
05/01/1997 16:00,0,0.4,1021.4,5,20,0,7
05/01/1997 17:00,0,0.2,1021.6,4,30,0,7
05/01/1997 18:00,0,0.6,1021.9,4,40,0,7
05/01/1997 19:00,0,0.3,1022.1,5,60,0,7
05/01/1997 20:00,0,0.1,1022.4,5,60,0,7
05/01/1997 21:00,0,0.2,1022.8,6,70,0,7
05/01/1997 22:00,0,-0.2,1023,5,70,0,8
05/01/1997 23:00,0,-0.3,1022.9,4,70,0,8
06/01/1997 00:00,0,-1,1023.3,5,20,0,8
06/01/1997 01:00,0,-0.6,1023.4,4,30,0,8
06/01/1997 02:00,0,-0.8,1023.3,4,30,0,8
06/01/1997 03:00,0,-0.3,1023.1,5,50,0,8
06/01/1997 04:00,0,-0.4,1023.1,5,40,0,8
06/01/1997 05:00,0,-0.2,1023,4,40,0,8
06/01/1997 06:00,0,0.4,1023,6,50,0,8
06/01/1997 07:00,0,0.3,1023.4,6,50,0,8
06/01/1997 08:00,0,-0.2,1023.4,6,30,0,8
06/01/1997 09:00,0,0,1023.8,5,20,0,8
06/01/1997 10:00,0,0.2,1024.1,5,20,0,7
06/01/1997 11:00,0,0.5,1024.3,5,30,0,7
06/01/1997 12:00,0,0.7,1023.9,5,30,0,8
06/01/1997 13:00,0,1,1023.7,5,10,0,8
06/01/1997 14:00,0,1.1,1023.5,5,20,0,8
06/01/1997 15:00,0,1.3,1023.4,4,20,0,8
06/01/1997 16:00,0,1.3,1023.5,5,30,0,8
06/01/1997 17:00,0,1.2,1023.6,5,30,0,7
06/01/1997 18:00,0,1.4,1023.6,6,50,0,8
06/01/1997 19:00,0,1.3,1023.7,5,70,0,8
06/01/1997 20:00,0,1.3,1023.7,7,80,0,8
06/01/1997 21:00,0,1.1,1023.6,7,80,0,8
06/01/1997 22:00,0,1.1,1023.7,6,90,0,8
06/01/1997 23:00,0,1.1,1023.5,7,90,0,8
07/01/1997 00:00,0,1,1023.4,7,90,0,8
07/01/1997 01:00,0,1,1023.1,6,90,0,8
07/01/1997 02:00,0,1,1022.9,7,90,0,8
07/01/1997 03:00,0,0.8,1022.7,6,100,0,8
07/01/1997 04:00,0,1.2,1022.3,6,90,0,8
07/01/1997 05:00,0,1.2,1022.1,7,90,0,8
07/01/1997 06:00,0,0.9,1021.8,6,100,0,8
07/01/1997 07:00,0,0.6,1021.8,7,100,0,8
07/01/1997 08:00,0,0.5,1021.7,7,100,0,8
07/01/1997 09:00,0,0.6,1021.7,7,90,0,8
07/01/1997 10:00,0,0.7,1021.9,8,90,0,8
07/01/1997 11:00,0,0.8,1021.8,9,100,0,8
07/01/1997 12:00,0,0.7,1021.2,9,100,0,8
07/01/1997 13:00,0,0.8,1020.4,10,90,0,8
07/01/1997 14:00,0,0.7,1019.9,9,90,0,8
07/01/1997 15:00,0,0.5,1019.6,9,100,0,8
07/01/1997 16:00,0,0.2,1019.4,9,100,0,8
07/01/1997 17:00,0,-0.2,1019.3,6,110,0,8
07/01/1997 18:00,0,-0.3,1019.2,7,100,0,8
07/01/1997 19:00,0,-0.5,1019,8,110,0,8
07/01/1997 20:00,0,-0.7,1019,9,100,0,8
07/01/1997 21:00,0,-0.8,1018.5,9,100,0,8
07/01/1997 22:00,0,-0.8,1017.8,10,100,0,8
07/01/1997 23:00,0,-0.9,1017.4,10,100,0,8
08/01/1997 00:00,0,-1.4,1017.4,11,100,0,8
08/01/1997 01:00,0,-1.4,1017.3,9,110,0,8
08/01/1997 02:00,0,-1.5,1016.6,9,110,0,8
08/01/1997 03:00,0,-1.3,1016.4,9,100,0,8
08/01/1997 04:00,0,-1.3,1015.8,10,100,0,8
08/01/1997 05:00,0,-1.2,1014.8,9,100,0,8
08/01/1997 06:00,0,-1,1014,9,90,0,8
08/01/1997 07:00,0,-0.8,1013.5,10,90,0,8
08/01/1997 08:00,0,-0.6,1013.2,10,90,0,8
08/01/1997 09:00,0,-0.6,1013.3,10,90,0,8
08/01/1997 10:00,0,-0.8,1013,11,90,0,8
08/01/1997 11:00,0,-0.8,1012.7,11,90,0,8
08/01/1997 12:00,0,-0.8,1012.4,7,100,0,8
08/01/1997 13:00,0,-1,1012.2,8,120,0,8
08/01/1997 14:00,0,-1,1011.6,8,120,0,7
08/01/1997 15:00,0,-1.3,1011.5,8,110,0,7
08/01/1997 16:00,0,-1.4,1011.2,8,110,0,7
08/01/1997 17:00,0,-1.6,1011.1,6,100,0,7
08/01/1997 18:00,0,-1.6,1011,6,90,0,8
08/01/1997 19:00,0,-1.1,1010.9,7,90,0,8
08/01/1997 20:00,0,-1.1,1010.9,10,90,0,8
08/01/1997 21:00,0,-1.1,1011.1,11,110,0,8
08/01/1997 22:00,0,-1.1,1011.2,8,110,0,8
08/01/1997 23:00,0,-1.3,1011.2,8,110,0,7
09/01/1997 00:00,0,-1.3,1011.3,6,80,0,7
09/01/1997 01:00,0,-0.8,1011.1,7,70,0,7
09/01/1997 02:00,0,-0.2,1011.2,8,80,0,7
09/01/1997 03:00,0,0,1011.2,9,80,0,7
09/01/1997 04:00,0,0,1011.5,8,90,0,7
09/01/1997 05:00,0,0,1011.7,7,80,0,7
09/01/1997 06:00,0,0,1011.7,6,70,0,7
09/01/1997 07:00,0,0.1,1011.8,6,70,0,7
09/01/1997 08:00,0,0.1,1012.6,6,70,0,7
09/01/1997 09:00,0,0.1,1013.2,7,70,0,7
09/01/1997 10:00,0,0.5,1013.5,6,80,0,8
09/01/1997 11:00,0,0.2,1013.5,5,50,0,7
09/01/1997 12:00,0,0.8,1013.5,5,60,0,7
09/01/1997 13:00,0,0.5,1014,3,20,0,8
09/01/1997 14:00,0,0.9,1013.9,3,60,0,8
09/01/1997 15:00,0,1,1013.8,4,70,0,8
09/01/1997 16:00,0,1.1,1013.3,5,80,0,8
09/01/1997 17:00,0,1,1014.2,7,90,0,8
09/01/1997 18:00,0,0.8,1014.5,4,100,0,8
09/01/1997 19:00,0,1,1013.9,7,100,0,8
09/01/1997 20:00,0,0.9,1014.1,9,100,0,8
09/01/1997 21:00,0,0.9,1014.2,9,110,0,8
09/01/1997 22:00,0,0.8,1014.5,8,120,0,8
09/01/1997 23:00,0,0.8,1014.1,7,120,0,8
10/01/1997 00:00,0,0.7,1014.7,8,120,0,8
10/01/1997 01:00,0,0.7,1014.4,7,130,0,8
10/01/1997 02:00,0,0.7,1014.6,8,120,0,8
10/01/1997 03:00,0,0.9,1014.1,10,130,0,8
10/01/1997 04:00,0,0.9,1013.2,11,130,0,8
10/01/1997 05:00,0,0.9,1012.8,12,130,0,8
10/01/1997 06:00,0,0.8,1011.3,15,130,0,8
10/01/1997 07:00,0,0.8,1012,14,130,0,8
10/01/1997 08:00,0,1,1011.9,14,130,0,8
10/01/1997 09:00,0,1.2,1011.7,15,130,0,8
10/01/1997 10:00,0,1.2,1011.1,17,130,0,8
10/01/1997 11:00,0.8,1.1,1010.4,17,130,0,8
10/01/1997 12:00,0.3,1.4,1009.8,17,130,0,8
10/01/1997 13:00,0.2,1.7,1008.7,18,140,0,8
10/01/1997 14:00,0,2,1008.2,18,140,0,8
10/01/1997 15:00,0.7,2.1,1008.4,17,140,0,8
10/01/1997 16:00,0.1,2.5,1009,14,140,0,8
10/01/1997 17:00,0,2.9,1008.7,13,140,0,8
10/01/1997 18:00,0,3.3,1008.4,12,140,0,8
10/01/1997 19:00,0,3.7,1008.9,12,150,0,8
10/01/1997 20:00,0,4,1009.2,9,140,0,8
10/01/1997 21:00,0,4.1,1010,8,150,0,8
10/01/1997 22:00,0,4.3,1010.4,7,140,0,8
10/01/1997 23:00,0,4.3,1010,7,140,0,8
11/01/1997 00:00,0,4.5,1010.9,8,140,0,8
11/01/1997 01:00,0,4.9,1010.5,10,140,0,8
11/01/1997 02:00,0,5,1010.3,9,140,0,8
11/01/1997 03:00,0.4,5.4,1010.4,9,140,0,8
11/01/1997 04:00,0.9,6,1010,9,140,0,8
11/01/1997 05:00,0.1,6.5,1009.7,10,150,0,8
11/01/1997 06:00,0.1,7.3,1009.5,9,140,0,8
11/01/1997 07:00,0.1,8.3,1009.4,11,160,0,8
11/01/1997 08:00,0,8.8,1009.8,10,180,0,8
11/01/1997 09:00,0.2,9,1009.8,10,170,0,8
11/01/1997 10:00,0.2,9.4,1010,12,170,0,8
11/01/1997 11:00,0.2,9.9,1010.2,12,170,0,8
11/01/1997 12:00,0.1,10.2,1010.2,15,180,0,8
11/01/1997 13:00,0.1,10.5,1009.8,19,190,0,8
11/01/1997 14:00,0.1,10.5,1010.1,18,190,0,8
11/01/1997 15:00,0.1,10.3,1010.4,18,190,0,8
11/01/1997 16:00,0.1,10,1010.5,21,200,0,8
11/01/1997 17:00,0,9.9,1010.9,19,200,0,8
11/01/1997 18:00,0,9.9,1011.4,17,190,0,8
11/01/1997 19:00,0,10,1011.5,18,200,0,8
11/01/1997 20:00,0,9.8,1011.3,14,190,0,8
11/01/1997 21:00,0,9.7,1011.5,15,180,0,8
11/01/1997 22:00,0,9.6,1011.7,14,180,0,8
11/01/1997 23:00,0.1,9.6,1011.7,13,180,0,8
12/01/1997 00:00,0,9.6,1011.6,12,170,0,8
12/01/1997 01:00,0.1,9.4,1011.4,14,180,0,8
12/01/1997 02:00,0.2,9.7,1011.5,15,190,0,8
12/01/1997 03:00,0.1,9.7,1011.3,16,200,0,8
12/01/1997 04:00,0,9.9,1011.2,16,200,0,8
12/01/1997 05:00,0,9.9,1010.9,18,200,0,8
12/01/1997 06:00,0,9.9,1011.5,19,200,0,8
12/01/1997 07:00,0,10,1011.6,18,200,0,8
12/01/1997 08:00,0.1,9.9,1011.3,19,200,0,8
12/01/1997 09:00,0,9.9,1011.7,23,200,0,8
12/01/1997 10:00,0,10.1,1012.5,20,200,0,8
12/01/1997 11:00,0,10.2,1013.2,17,200,0,8
12/01/1997 12:00,0,10.5,1013.1,19,200,0,7
12/01/1997 13:00,0,10.5,1012.9,20,200,0,7
12/01/1997 14:00,0,10.6,1012.3,22,200,0,8
12/01/1997 15:00,0,10.1,1012.8,18,200,0,8
12/01/1997 16:00,0.1,10.6,1012.8,13,190,0,8
12/01/1997 17:00,0,10.3,1012.6,13,190,0,8
12/01/1997 18:00,0,10.1,1011.5,17,180,0,8
12/01/1997 19:00,0,10.1,1011.7,17,180,0,8
12/01/1997 20:00,0,10.2,1011.5,14,180,0,8
12/01/1997 21:00,0,9.7,1011.5,14,180,0,8
12/01/1997 22:00,0,9.2,1010.7,18,170,0,8
12/01/1997 23:00,0,9.2,1010.6,16,170,0,8
13/01/1997 00:00,0.1,9.1,1010.3,16,180,0,8
13/01/1997 01:00,0.1,9.4,1010.2,16,180,0,8
13/01/1997 02:00,0,9.8,1009.8,19,190,0,8
13/01/1997 03:00,0,10.2,1009.6,18,190,0,8
13/01/1997 04:00,0,10.3,1009.5,21,190,0,8
13/01/1997 05:00,0,10,1009,21,200,0,8
13/01/1997 06:00,0,10.2,1009.8,25,200,0,8
13/01/1997 07:00,0,9.8,1010.7,22,210,0,8
13/01/1997 08:00,0,9.6,1011.1,19,200,0,8
13/01/1997 09:00,0,9.5,1011.9,19,200,0,8
13/01/1997 10:00,0.1,9.6,1012.7,20,200,0,8
13/01/1997 11:00,0,9.7,1013.4,19,200,0,8
13/01/1997 12:00,0,9.8,1013.4,19,200,0,8
13/01/1997 13:00,0,9.7,1013.1,15,190,0,8
13/01/1997 14:00,0,9.7,1013.1,15,190,0,8
13/01/1997 15:00,0.1,9.7,1013,16,190,0,8
13/01/1997 16:00,0,9.8,1013.2,12,180,0,8
13/01/1997 17:00,0,9.9,1013.6,11,180,0,8
13/01/1997 18:00,0,9.5,1013.7,10,170,0,8
13/01/1997 19:00,0.1,9.4,1013.6,12,180,0,8
13/01/1997 20:00,0,9.3,1013.5,12,170,0,8
13/01/1997 21:00,0,9.3,1013.5,14,170,0,8
13/01/1997 22:00,0.1,9,1013.1,14,170,0,8
13/01/1997 23:00,0,8.5,1013.1,13,160,0,8
14/01/1997 00:00,0,8.3,1012.5,14,160,0,8
14/01/1997 01:00,0,8,1012.1,15,170,0,8
14/01/1997 02:00,0,8.3,1012,15,170,0,8
14/01/1997 03:00,0,8.4,1012,14,180,0,8
14/01/1997 04:00,0,8.2,1011.9,14,170,0,8
14/01/1997 05:00,0,8,1011.8,11,170,0,8
14/01/1997 06:00,0,7.8,1011.5,12,170,0,8
14/01/1997 07:00,0,7.7,1011.8,11,160,0,8
14/01/1997 08:00,0,7.6,1011.9,12,170,0,8
14/01/1997 09:00,0,7.6,1012.3,12,170,0,8
14/01/1997 10:00,0,7.7,1012.7,11,180,0,8
14/01/1997 11:00,0,8,1012.9,12,180,0,8
14/01/1997 12:00,0,8.4,1012.4,12,180,0,8
14/01/1997 13:00,0,8.5,1011.5,14,170,0,8
14/01/1997 14:00,0,8.9,1011.7,12,180,0,8
14/01/1997 15:00,0,9.3,1011.4,16,190,0,8
14/01/1997 16:00,0,9.3,1012.3,16,200,0,8
14/01/1997 17:00,0,9.3,1012.8,16,200,0,8
14/01/1997 18:00,0,9.2,1013.8,13,210,0,8
14/01/1997 19:00,0,9.2,1014.1,11,200,0,8
14/01/1997 20:00,0,9.1,1014.2,11,190,0,8
14/01/1997 21:00,0.1,9,1014.9,9,200,0,8
14/01/1997 22:00,0,9,1015.4,11,200,0,8
14/01/1997 23:00,0.1,9,1015.7,8,190,0,8
15/01/1997 00:00,0.3,9,1015.9,7,190,0,8
15/01/1997 01:00,0.3,8.9,1016,6,170,0,8
15/01/1997 02:00,0.1,8.7,1015.7,6,170,0,8
15/01/1997 03:00,0.1,8.7,1016,8,170,0,8
15/01/1997 04:00,0,8.5,1015.8,5,160,0,8
15/01/1997 05:00,0.1,8.3,1015.7,7,160,0,8
15/01/1997 06:00,0,8.1,1015.5,8,160,0,8
15/01/1997 07:00,0,7.7,1015,9,140,0,8
15/01/1997 08:00,0,7.6,1015.3,10,140,0,8
15/01/1997 09:00,0.1,7.4,1015.4,11,140,0,8
15/01/1997 10:00,0.1,7.1,1015.6,12,140,0,8
15/01/1997 11:00,0.1,7.2,1015.9,11,150,0,7
15/01/1997 12:00,0,6.6,1015.6,10,170,0,7
15/01/1997 13:00,0,6.4,1015,12,170,0,7
15/01/1997 14:00,0,6.4,1014.7,9,160,0,7
15/01/1997 15:00,0,6.4,1014.5,9,160,0,7
15/01/1997 16:00,0,6.1,1014.4,9,160,0,7
15/01/1997 17:00,0,5.9,1014.2,10,150,0,8
15/01/1997 18:00,0,5.8,1014,9,150,0,8
15/01/1997 19:00,0,5.6,1013.9,9,150,0,8
15/01/1997 20:00,0,5.5,1013.7,9,140,0,8
15/01/1997 21:00,0,5.4,1013.3,10,150,0,8
15/01/1997 22:00,0,5.3,1012.9,12,150,0,8
15/01/1997 23:00,0,5.3,1012.8,10,150,0,8
16/01/1997 00:00,0,5.2,1012.4,9,150,0,8
16/01/1997 01:00,0,5.3,1011.8,9,140,0,8
16/01/1997 02:00,0,5.4,1011.1,9,140,0,8
16/01/1997 03:00,0,5,1010.2,11,130,0,8
16/01/1997 04:00,0,5.2,1009.5,11,130,0,8
16/01/1997 05:00,0,5.2,1008.8,11,140,0,8
16/01/1997 06:00,0,5.2,1008.2,13,140,0,8
16/01/1997 07:00,0,5.7,1007.9,12,140,0,8
16/01/1997 08:00,0,6,1007.4,10,140,0,8
16/01/1997 09:00,0,6.4,1007,12,150,0,8
16/01/1997 10:00,0,6.6,1006.6,13,140,0,7
16/01/1997 11:00,0,7.1,1006.7,12,140,0,7
16/01/1997 12:00,0,7.4,1006.4,13,140,0,7
16/01/1997 13:00,0,8.1,1005.3,12,140,0.4,7
16/01/1997 14:00,0,8.1,1004.5,14,140,0,7
16/01/1997 15:00,0,8.1,1003.7,13,140,0.7,5
16/01/1997 16:00,0,7.7,1002.8,14,140,0.7,3
16/01/1997 17:00,0,6.4,1002.5,14,140,0,2
16/01/1997 18:00,0,6.4,1002.8,13,140,0,5
16/01/1997 19:00,0,6.3,1001.7,15,130,0,2
16/01/1997 20:00,0,5.7,1001.8,14,130,0,2
16/01/1997 21:00,0,5.2,1001.5,13,130,0,1
16/01/1997 22:00,0,5.3,1001,12,130,0,5
16/01/1997 23:00,0,5.8,1000.5,13,130,0,8
17/01/1997 00:00,0,5.9,999.9,15,130,0,8
17/01/1997 01:00,0,6.1,999.3,14,130,0,8
17/01/1997 02:00,0.1,6.2,998.6,13,130,0,8
17/01/1997 03:00,0.1,6.1,998.2,11,130,0,8
17/01/1997 04:00,0,6.6,997.7,10,130,0,8
17/01/1997 05:00,0.6,6.3,997.8,7,170,0,8
17/01/1997 06:00,0,5.9,998.1,5,230,0,8
17/01/1997 07:00,0.3,5.8,998.5,7,230,0,8
17/01/1997 08:00,0.2,5.5,998.9,7,220,0,8
17/01/1997 09:00,0,5.2,999.8,7,230,0,7
17/01/1997 10:00,0,4.6,1000.5,6,230,0.4,4
17/01/1997 11:00,0.1,6.4,1001,6,230,0.8,4
17/01/1997 12:00,0,7.3,1001.6,8,240,0.1,7
17/01/1997 13:00,0,7.6,1002.2,8,260,0,6
17/01/1997 14:00,0.9,6.5,1003.1,9,280,0,7
17/01/1997 15:00,0,6.9,1003.6,6,270,0,7
17/01/1997 16:00,0,6.3,1004.4,6,270,0,7
17/01/1997 17:00,0.1,5.9,1004.9,5,280,0,7
17/01/1997 18:00,0.1,5.5,1005.7,2,240,0,7
17/01/1997 19:00,0,5.5,1006.1,1,170,0,7
17/01/1997 20:00,0,5.6,1006.7,2,170,0,7
17/01/1997 21:00,0,5.4,1006.9,2,150,0,7
17/01/1997 22:00,0,5.3,1007,3,140,0,7
17/01/1997 23:00,0,5.2,1006.9,3,130,0,7
18/01/1997 00:00,0,5.1,1006.8,5,130,0,8
18/01/1997 01:00,0,5.1,1006.2,5,140,0,8
18/01/1997 02:00,0,4.9,1005.6,6,130,0,8
18/01/1997 03:00,0,4.6,1005.4,7,140,0,8
18/01/1997 04:00,0,4.4,1004.5,9,140,0,8
18/01/1997 05:00,0,4.5,1003.7,9,140,0,8
18/01/1997 06:00,0.6,5,1002.6,10,140,0,8
18/01/1997 07:00,0.8,5.7,1001.6,12,130,0,8
18/01/1997 08:00,0.5,5.9,1001.3,13,130,0,8
18/01/1997 09:00,0,6.7,1001.4,12,150,0,8
18/01/1997 10:00,0,6.9,1001.6,12,150,0,7
18/01/1997 11:00,0,7.4,1001.9,14,160,0,8
18/01/1997 12:00,1.2,7.3,1002,11,170,0,8
18/01/1997 13:00,0.8,7.6,1001.5,9,150,0,8
18/01/1997 14:00,0.8,7.4,1000.8,12,150,0,8
18/01/1997 15:00,0.6,7.1,1000.8,14,160,0,7
18/01/1997 16:00,0.8,7.1,1001.5,12,160,0,7
18/01/1997 17:00,0.4,6.9,1002.1,10,170,0,8
18/01/1997 18:00,0.2,6.7,1002.5,6,150,0,8
18/01/1997 19:00,0.1,6.3,1003,7,120,0,5
18/01/1997 20:00,0,5.9,1003.7,8,120,0,5
18/01/1997 21:00,0,5.7,1004.3,7,110,0,5
18/01/1997 22:00,0,5.5,1004.9,6,110,0,5
18/01/1997 23:00,0,5.5,1005.8,6,90,0,5
19/01/1997 00:00,0,5.4,1006.1,8,90,0,2
19/01/1997 01:00,0,5.1,1006.7,8,90,0,6
19/01/1997 02:00,0,4.6,1007.3,8,90,0,2
19/01/1997 03:00,0,4.6,1007.6,8,90,0,2
19/01/1997 04:00,0.1,3.8,1008.4,7,50,0,4
19/01/1997 05:00,0,3.6,1009.2,6,30,0,2
19/01/1997 06:00,0,3.8,1009.5,7,30,0,5
19/01/1997 07:00,0,4.6,1010.1,7,30,0,6
19/01/1997 08:00,0,3.9,1010.6,6,20,0,6
19/01/1997 09:00,0,4.2,1011.7,5,350,0,7
19/01/1997 10:00,0.1,5.3,1012.4,5,350,0,7
19/01/1997 11:00,0,6.1,1013.1,6,340,0,7
19/01/1997 12:00,0.2,6.4,1013.4,6,330,0,8
19/01/1997 13:00,0.8,6.6,1013.6,6,350,0,8
19/01/1997 14:00,1,6.8,1014.2,7,10,0,8
19/01/1997 15:00,0,6.7,1014.3,7,10,0,8
19/01/1997 16:00,0,6.4,1015.4,8,360,0,8
19/01/1997 17:00,0,6.2,1016.5,7,10,0,8
19/01/1997 18:00,0,6,1017.6,5,360,0,8
19/01/1997 19:00,0,6.1,1018.5,4,10,0,8
19/01/1997 20:00,0,5.7,1019.8,5,20,0,7
19/01/1997 21:00,0,5.8,1021,5,360,0,7
19/01/1997 22:00,0,5.6,1021.9,6,360,0,7
19/01/1997 23:00,0,5.4,1022.2,5,10,0,7
20/01/1997 00:00,0,5.4,1022.5,4,360,0,8
20/01/1997 01:00,0,5.4,1023.1,4,340,0,8
20/01/1997 02:00,0,5.5,1023.7,3,340,0,8
20/01/1997 03:00,0,5.6,1024.6,4,330,0,8
20/01/1997 04:00,0,5,1025.3,6,320,0,8
